Market,STATUS (CHECK 1),TIME (CHECK 1),ISSUES (CHECK 1),STATUS (CHECK 2),TIME (CHECK 2),ISSUES (CHECK 2),STATUS (CHECK 3),TIME (CHECK 3),ISSUES (CHECK 3),STATUS (CHECK 4),TIME (CHECK 4),ISSUES (CHECK 4),STATUS (CHECK 5),TIME (CHECK 5),ISSUES (CHECK 5),STATUS (CHECK 6),TIME (CHECK 6),ISSUES (CHECK 6),STATUS (CHECK 7),TIME (CHECK 7),ISSUES (CHECK 7),STATUS (CHECK 8),TIME (CHECK 8),ISSUES (CHECK 8),STATUS (CHECK 9),TIME (CHECK 9),ISSUES (CHECK 9),DEPTH
AAVE_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,CHECKED,17:49:48,,CHECKED,19:40:09,,$11.4K / $11.4K
AxCNH_USDT,CHECKED,00:21:14,A4:MEDIUM,CHECKED,01:18:12,A4:MEDIUM,CHECKED,04:48:14,A4:MEDIUM,CHECKED,07:40:40,A4:MEDIUM,CHECKED,10:36:55,A4:MEDIUM,CHECKED,13:00:51,A4:MEDIUM,CHECKED,15:32:31,A4:MEDIUM,CHECKED,17:49:48,A4:MEDIUM,CHECKED,19:40:09,A4:MEDIUM,$186 / $207
ADA_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,CHECKED,17:49:48,,CHECKED,19:40:09,,$24.3K / $29.8K
ALGO_USDT,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,SKIPPED,,,
BCH_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,A4:MEDIUM,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,CHECKED,17:49:48,,CHECKED,19:40:09,,$5.4K / $6.6K
BNB_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,A2:HIGH|A4:MEDIUM,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,CHECKED,17:49:48,,CHECKED,19:40:09,,$36.7K / $36.7K
BONK_USDT,CHECKED,00:21:14,A4:MEDIUM,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,A4:MEDIUM,CHECKED,15:32:31,A4:MEDIUM,CHECKED,17:49:48,,CHECKED,19:40:09,A4:MEDIUM,$3.7K / $4.1K
BTC_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,A2:HIGH,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,CHECKED,17:49:48,,CHECKED,19:40:09,,$1.39M / $1.39M
CAKE_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,WARNING,07:40:40,A2:HIGH,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,CHECKED,17:49:48,,CHECKED,19:40:09,,$19.9K / $31.4K
CFX_USDT,CHECKED,00:21:14,,CHECKED,01:18:12,,CHECKED,04:48:14,,CHECKED,07:40:40,,CHECKED,10:36:55,,CHECKED,13:00:51,,CHECKED,15:32:31,,CHECKED,17:49:48,,CHECKED,19:40:09,,$15.3K / $19.0K
